KEY,VALUE
console_command_set_has_vagina_fail1,"set_has_vagina: not enough arguments, expected 1 got %s.
"
console_command_hide_clothes_help,Hides player clothes.
console_command_hide_clothes_message,Set player clothes to hidden.
console_command_hide_clothes_top_help,Hides player's upper body clothes.
console_command_hide_clothes_top_message,Set player's upper body clothes to hidden.
console_command_hide_clothes_bottom_help,Hides player's lower body clothes.
console_command_hide_clothes_bottom_message,Set player's lower body clothes to hidden.
console_command_unhide_clothes_help,Unhides player clothes.
console_command_unhide_clothes_message,Set all player's clothes to visibile.
console_command_log_respawn_help,Dispays the player's current respawn point.
console_command_log_respawn_message,Current respawn point: '%s'.
console_command_force_respawn_help,"Forces player to respawn, returning them to their last respawn point with full health.
"
console_command_force_respawn_message,Forced player to respawn.
console_command_kill_player_help,Forces a player death.
console_command_kill_player_message,Killed player.
console_command_do_player_fluids_event_help,Triggers an impregnation event targeting the player.
console_command_do_player_fluids_event_message,Triggered player impregnation event for '%s'.
console_command_do_player_fluids_event_fail1,"do_player_fluids_event: not enough arguments, expected 3 got %s.
"
console_command_do_player_fluids_event_fail2,do_player_fluids_event: Unknown NpcPrototype %s.
console_command_do_player_fluids_event_fail3,do_player_fluids_event: Unknown Fluid %s.
console_command_do_player_fluids_event_fail4,do_player_fluids_event: Unknown Orifice %s.
console_command_do_npc_fluids_event_help,Triggers an impregnation event targeting an npc.
console_command_do_npc_fluids_event_message,Triggered npc impregnation event for '%s'.
console_command_do_npc_fluids_event_fail1,"do_npc_fluids_event: not enough arguments, expected 3 got %s.
"
console_command_do_npc_fluids_event_fail2,do_npc_fluids_event: Unknown NpcPrototype %s.
console_command_do_npc_fluids_event_fail3,do_npc_fluids_event: Unknown Fluid %s.
console_command_do_npc_fluids_event_fail4,do_npc_fluids_event: Unknown Orifice %s.
console_command_do_player_penetration_event_help,Triggers an penetration event targeting the player.
console_command_do_player_penetration_event_message,Triggered player penetration event for '%s'.
console_command_do_player_penetration_event_fail1,"do_player_penetration_event: not enough arguments, expected 3 got %s.
"
console_command_do_player_penetration_event_fail2,do_player_penetration_event: Unknown NpcPrototype %s.
console_command_do_player_penetration_event_fail3,do_player_penetration_event: Unknown Orifice %s.
console_command_do_player_penetration_event_fail4,do_player_penetration_event: Unknown PenetrationSubject %s.
console_command_do_npc_penetration_event_help,Triggers an penetration event targeting an npc.
console_command_do_npc_penetration_event_message,Triggered npc penetration event for '%s'.
console_command_do_npc_penetration_event_fail1,"do_npc_penetration_event: not enough arguments, expected 3 got %s.
"
console_command_do_npc_penetration_event_fail2,do_npc_penetration_event: Unknown NpcPrototype %s.
console_command_do_npc_penetration_event_fail3,do_npc_penetration_event: Unknown Orifice %s.
console_command_do_npc_penetration_event_fail4,do_npc_penetration_event: Unknown PenetrationSubject %s.
console_command_reset_skill_uses_help,"Resets all player Skills with a 'x-per-rest' use limit, as if rested.
"
console_command_reset_skill_uses_message,All skills have their uses reset as if rested.
console_command_reset_skill_cooldowns_help,Resets all player Skill cooldowns.
console_command_reset_skill_cooldowns_message,All skills have their cooldowns reset.
console_command_level_up_help,Advances the player to the next level.
console_command_level_up_message,Increased player level by one.
console_command_export_wiki_help,Exports the wiki pages as files. Only works in the Editor.
console_command_export_wiki_message,Exported the wiki files.
console_command_do_autosave_help,Performs a manual autosave for debug purposes.
console_command_do_autosave_message,Perfomed an autosave.
console_command_give_item_help,Give you an amount of the item with id item_id. item_ids can be found with the cheatcode list_items. Example: 'give_item stick 5'.
console_command_give_item_message,Gave player {0} of {1}.
console_command_give_item_fail1,"give_item: not enough arguments, expected 2 got %s.
"
console_command_give_item_fail2,give_item: Unknown item %s.
console_command_give_item_fail3,give_item: Cannot parse amount %s.
console_command_give_all_items_help,Gives you 1 of each item.
console_command_give_all_items_message,Gave player 1 of each item.
console_command_give_stat_help,Give you an amount of the stat with id stat_id. stat_ids can be found with the list_stats cheatcode. Example: 'give_stat guilders 100'.
console_command_give_stat_message,Gave player {0} of {1}.
console_command_give_stat_fail1,"give_stat: not enough arguments, expected 2 got %s.
"
console_command_give_stat_fail2,give_stat: Unknown stat %s.
console_command_give_stat_fail3,give_stat: Cannot parse amount %s.
console_command_give_skill_help,Gives the player the skill with the given skill_id. skill_ids can be found with the list_skills cheatcode. Example: 'give_skill inspect'.
console_command_give_skill_message,Gave player the %s Skill.
console_command_give_skill_fail1,"give_skill: not enough arguments, expected 1 got %s.
"
console_command_give_skill_fail2,give_skill: Unknown Skill %s.
console_command_give_skill_fail3,give_skill: Skill %s cannot be obtained.
console_command_give_skill_fail4,give_skill: Player already has the %s Skill.
console_command_give_all_skills_help,Gives the player all skills (where possible).
console_command_give_all_skills_message,Gave player all skills (where possible).
console_command_give_exp_help,"Gives the an amount of exp, triggering a levelup if relevant.
"
console_command_give_exp_message,Gave player %s exp.
console_command_give_exp_fail1,"give_exp: not enough arguments, expected 1 got %s.
"
console_command_give_exp_fail2,give_exp: Cannot parse amount %s.
console_command_unlock_all_galleries_help,Unlocks all SexScenes and SceneAnimations in the gallery.
console_command_unlock_all_galleries_message,Unlocked all gallery entries.
console_command_give_affliction_help,Gives you an amount of the affliction with affliction_id. affliction_ids can be found with the list_afflictions cheatcode. Example: 'give_affliction hypno_pet 1'.
console_command_give_affliction_message,Gave player {0} stack(s) of the {1} affliction.
console_command_give_affliction_fail1,"give_affliction: not enough arguments, expected 2 got %s.
"
console_command_give_affliction_fail2,give_affliction: Unknown AfflictionPrototype %s.
console_command_give_affliction_fail3,give_affliction: No active player Entity.
console_command_give_affliction_fail4,give_affliction: Cannot parse amount %s.
console_command_list_items_help,List all item names and their item_ids.
console_command_list_stats_help,List all stat names and their stat_ids.
console_command_list_enchantments_help,List all enchantments names and their enchantment_ids.
console_command_list_maps_help,List all map names and their map_ids.
console_command_list_styles_help,List all Style names and their style_ids.
console_command_list_style_slots_help,List all StyleSlots names and their style_slots_ids.
console_command_list_dialogues_help,List all dialogue_ids.
console_command_list_npcs_help,List all NpcPrototypes names and their npc_ids.
console_command_list_fluids_help,List all Fluids names and their fluid_ids.
console_command_list_orifices_help,List all Orifices names and their orifice_ids.
console_command_list_penetration_subjects_help,List all PenetrationSubject names and their penetration_subject_ids.
console_command_list_skills_help,List all Skill names and their skill_ids.
console_command_list_afflictions_help,List all Affliction names and their affliction_ids.
console_command_list_pregnancy_slots_help,List all PregnancySlot names and their pregnancy_slot_ids.
console_command_list_pregnancy_handlers_help,List all PregnancyHandler names and their pregnancy_handler_ids.
console_command_list_loot_tables_help,List all loot_table_ids.
console_command_format_styles_help,Flushes formatted Style string to clipboard.
console_command_format_styles_message,Copied formatted Style entries to clipboard.
console_command_format_items_help,Flushes formatted Items string to clipboard.
console_command_format_items_message,Copied formatted Item entries to clipboard.
console_command_format_npcs_help,Flushes formatted NpcPrototypes string to clipboard.
console_command_format_npcs_message,Copied formatted NpcPrototype entries to clipboard.
console_command_format_stats_help,Flushes formatted Stats string to clipboard.
console_command_format_stats_message,Copied formatted Stat entries to clipboard.
console_command_format_dialogue_help,Flushes formatted Dialogue block to clipboard.
console_command_format_dialogue_message,Copied formatted Dialogue block entries to clipboard.
console_command_format_sex_scenes_help,Flushes formatted SexScene block to clipboard.
console_command_format_sex_scenes_message,Copied formatted SexScenes block entries to clipboard.
console_command_make_pregnant_help,"Applies a pregnancy directly to a PregnancySlot, bypassing any checks. pregnancy_slot_ids can be found with the list_pregnancy_slots cheatcode, npc_ids with list_npcs, and pregnancy_handler_id with list_pregnancy_handlers. Example: 'make_pregnant womb_mpreg mork generic_womb'.
"
console_command_make_pregnant_message,Applied pregnancy %s for NPC %s to slot %s.
